job_title,company_name,location,post_Date,Qualifications,post_days_ago
Research Scientist,Broadcom,"Washington, D.C.",4 days ago,Experience with big data technologies; Knowledge of statistical analysis; 5+ years of experience; Master's in Computer Science,4
Business Analyst,Salesforce,"Cincinnati, OH",28 days ago,Strong programming skills in Python; Experience with Agile methodologies; Excellent problem-solving skills,28
Machine Learning Engineer,AbbVie,"Dallas, TX",25 days ago,Experience with SQL; Master's in Computer Science; Experience with Agile methodologies; Strong programming skills in Python,25
Quantitative Analyst,CrowdStrike,"Los Angeles, CA",28 days ago,Knowledge of machine learning algorithms; Experience with Agile methodologies,28
Data Engineer,Qualcomm,"Cincinnati, OH",15 days ago,Experience in a fast-paced environment; Knowledge of machine learning algorithms; Strong analytical thinking; Experience with Agile methodologies,15
Quantitative Analyst,Adobe,"San Diego, CA",8 days ago,Familiarity with cloud services; Strong communication skills; Knowledge of machine learning algorithms,8
Data Analyst,Lowe's,"Phoenix, AZ",6 days ago,Ability to work in teams; Proficiency in data visualization tools,6
Research Scientist,Chevron,"Dallas, TX",11 days ago,Experience with Agile methodologies; Experience with big data technologies; PhD in Statistics; Strong programming skills in Python,11
Data Analyst,Intel,"Goleta, CA",11 days ago,PhD in Statistics; Experience with SQL,11
Research Scientist,Uber Technologies,"Goleta, CA",13 days ago,Knowledge of machine learning algorithms; Strong analytical thinking,13
Statistician,Broadcom,"Omaha, NE",8 days ago,Experience with Agile methodologies; Excellent problem-solving skills,8
Data Architect,Pinterest,"Dallas, TX",10 days ago,Strong programming skills in Python; Knowledge of statistical analysis,10
Business Analyst,Walmart,"Salt Lake City, UT",3 days ago,Strong communication skills; Experience with SQL; Knowledge of machine learning algorithms; Master's in Computer Science,3
AI Researcher,T. Rowe Price,"Atlanta, GA",19 days ago,Knowledge of machine learning algorithms; Master's in Computer Science,19
Business Analyst,United Parcel Service,"Oklahoma City, OK",1 days ago,Knowledge of machine learning algorithms; Proficiency in data visualization tools,1
Data Architect,PayPal,"Atlanta, GA",25 days ago,Proficiency in data visualization tools; Knowledge of machine learning algorithms,25
Data Analyst,Amazon,"Nashville, TN",30 days ago,5+ years of experience; Familiarity with cloud services; Strong programming skills in Python; Experience with big data technologies,30
Quantitative Analyst,T-Mobile,"Portland, OR",18 days ago,Experience with big data technologies; Experience in a fast-paced environment; Excellent problem-solving skills,18
Research Scientist,Wells Fargo,"Washington, D.C.",2 days ago,Familiarity with cloud services; Excellent problem-solving skills; PhD in Statistics,2
AI Researcher,PayPal,"Chicago, IL",22 days ago,Experience with big data technologies; Proficiency in data visualization tools; Master's in Computer Science,22
Data Scientist,Intuit,"Houston, TX",3 days ago,5+ years of experience; Strong analytical thinking; Experience with big data technologies,3
Statistician,Meta,"Chicago, IL",24 days ago,Experience with Agile methodologies; Experience in a fast-paced environment,24
AI Researcher,Ford Motor,"Tampa, FL",20 days ago,5+ years of experience; Experience with SQL; Proficiency in data visualization tools,20
Quantitative Analyst,Coca-Cola,"Columbus, OH",21 days ago,Knowledge of statistical analysis; Experience with Agile methodologies; Strong communication skills,21
Statistician,Alphabet,"Miami, FL",15 days ago,Strong programming skills in Python; Familiarity with cloud services,15
Business Analyst,AIG,"Tucson, AZ",28 days ago,Experience with SQL; Master's in Computer Science; Knowledge of machine learning algorithms,28
Quantitative Analyst,Square,"Miami, FL",16 days ago,Experience with Agile methodologies; Master's in Computer Science; Knowledge of statistical analysis; Strong programming skills in Python,16
AI Researcher,Amazon,"Nashville, TN",1 days ago,Knowledge of statistical analysis; Strong analytical thinking; PhD in Statistics; Experience with SQL,1
Data Engineer,CVS Health,"Indianapolis, IN",13 days ago,PhD in Statistics; Familiarity with cloud services; Experience with SQL,13
Statistician,Netflix,"Los Angeles, CA",1 days ago,Strong analytical thinking; Strong communication skills; Ability to work in teams,1
Statistician,Lockheed Martin,"Indianapolis, IN",22 days ago,Experience with big data technologies; Strong analytical thinking; Ability to work in teams,22
Research Scientist,Intuit,"Dallas, TX",23 days ago,Experience with SQL; Strong programming skills in Python,23
Statistician,Chevron,"Tucson, AZ",20 days ago,Strong communication skills; PhD in Statistics; Knowledge of statistical analysis; Experience with big data technologies,20
Data Architect,Honeywell,"Washington, D.C.",7 days ago,Proficiency in data visualization tools; Strong analytical thinking; PhD in Statistics,7
Research Scientist,Kroger,"Mountain View, CA",30 days ago,Experience in a fast-paced environment; Excellent problem-solving skills,30
Data Analyst,AbbVie,"Indianapolis, IN",10 days ago,Strong analytical thinking; Knowledge of machine learning algorithms,10
Research Scientist,Adobe,"Austin, TX",21 days ago,Knowledge of statistical analysis; Master's in Computer Science; PhD in Statistics,21
AI Researcher,Square,"Seattle, WA",11 days ago,Strong analytical thinking; Excellent problem-solving skills; Familiarity with cloud services,11
Quantitative Analyst,ExxonMobil,"Baltimore, MD",19 days ago,Knowledge of machine learning algorithms; Experience with Agile methodologies,19
Research Scientist,Mastercard,"Columbus, OH",23 days ago,Strong programming skills in Python; 5+ years of experience; Experience with Agile methodologies; Strong communication skills,23
Data Engineer,American Express,"Virginia Beach, VA",28 days ago,Excellent problem-solving skills; 5+ years of experience; Knowledge of statistical analysis,28
Statistician,IBM,"Fresno, CA",26 days ago,Excellent problem-solving skills; Strong programming skills in Python,26
Data Architect,Meta,"Charlotte, NC",20 days ago,Strong communication skills; Ability to work in teams,20
Quantitative Analyst,Qualcomm,"Tampa, FL",5 days ago,PhD in Statistics; Proficiency in data visualization tools; Master's in Computer Science; Experience with Agile methodologies,5
Statistician,Pinterest,"Philadelphia, PA",10 days ago,Ability to work in teams; Excellent problem-solving skills; Proficiency in data visualization tools; Experience with SQL,10
Statistician,AIG,"Philadelphia, PA",29 days ago,Strong communication skills; Experience in a fast-paced environment; Experience with SQL,29
Machine Learning Engineer,eBay,"Sacramento, CA",1 days ago,Strong analytical thinking; Knowledge of statistical analysis,1
Research Scientist,Morgan Stanley,"Kansas City, MO",28 days ago,Strong communication skills; Excellent problem-solving skills; Experience in a fast-paced environment,28
Research Scientist,Alibaba,"Miami, FL",3 days ago,Master's in Computer Science; Excellent problem-solving skills; Ability to work in teams; PhD in Statistics,3
Quantitative Analyst,Booking Holdings,"Miami, FL",28 days ago,Experience in a fast-paced environment; Experience with SQL; Strong communication skills; PhD in Statistics,28
Data Analyst,T-Mobile,"Portland, OR",3 days ago,Experience with SQL; Experience with Agile methodologies,3
Research Scientist,Microsoft,"Columbus, OH",26 days ago,Experience with Agile methodologies; Experience in a fast-paced environment; Experience with big data technologies; Knowledge of machine learning algorithms,26
Research Scientist,Visa,"Austin, TX",7 days ago,Knowledge of statistical analysis; Knowledge of machine learning algorithms,7
Data Analyst,Hilton,"Cincinnati, OH",30 days ago,5+ years of experience; Strong analytical thinking; Excellent problem-solving skills; PhD in Statistics,30
Business Analyst,General Motors,"San Francisco, CA",24 days ago,Strong analytical thinking; Experience in a fast-paced environment; Experience with big data technologies,24
Data Analyst,Intuit,"San Diego, CA",1 days ago,Master's in Computer Science; Strong communication skills; Excellent problem-solving skills; Experience with big data technologies,1
Business Analyst,American Airlines,"San Jose, CA",7 days ago,5+ years of experience; Experience with SQL; Familiarity with cloud services; Ability to work in teams,7
Statistician,S&P Global,"Fresno, CA",5 days ago,Knowledge of machine learning algorithms; Experience in a fast-paced environment; Strong analytical thinking,5
Data Scientist,Danaher,"Houston, TX",10 days ago,Knowledge of statistical analysis; Familiarity with cloud services; Experience with SQL; Proficiency in data visualization tools,10
Quantitative Analyst,Boeing,"Houston, TX",29 days ago,Knowledge of statistical analysis; Strong programming skills in Python; Proficiency in data visualization tools,29
Data Engineer,Johnson & Johnson,"Austin, TX",27 days ago,Knowledge of statistical analysis; Experience with big data technologies; Knowledge of machine learning algorithms; 5+ years of experience,27
Data Engineer,Zoom Video Communications,"Cleveland, OH",25 days ago,Knowledge of statistical analysis; Master's in Computer Science,25
Business Analyst,Mastercard,"Raleigh, NC",16 days ago,Knowledge of statistical analysis; Experience with SQL,16
Statistician,Salesforce,"Oklahoma City, OK",17 days ago,Master's in Computer Science; Familiarity with cloud services; Strong analytical thinking; Experience with Agile methodologies,17
Research Scientist,UnitedHealth Group,"Louisville, KY",18 days ago,Knowledge of machine learning algorithms; Experience with SQL; Experience with Agile methodologies; Experience in a fast-paced environment,18
Statistician,Alibaba,"Salt Lake City, UT",19 days ago,Strong communication skills; Master's in Computer Science; Knowledge of machine learning algorithms,19
Statistician,NVIDIA,"Phoenix, AZ",22 days ago,Excellent problem-solving skills; Knowledge of statistical analysis; Experience with SQL; Experience with big data technologies,22
Machine Learning Engineer,Hilton,"Phoenix, AZ",23 days ago,Excellent problem-solving skills; Experience in a fast-paced environment; Experience with Agile methodologies,23
Data Architect,Alibaba,"Salt Lake City, UT",19 days ago,Strong analytical thinking; Ability to work in teams; Knowledge of machine learning algorithms,19
AI Researcher,Square,"Minneapolis, MN",21 days ago,5+ years of experience; Master's in Computer Science,21
Data Engineer,Snap Inc.,"Cleveland, OH",13 days ago,Familiarity with cloud services; 5+ years of experience; Experience in a fast-paced environment; Ability to work in teams,13
Data Engineer,3M,"Boston, MA",15 days ago,Experience with Agile methodologies; Master's in Computer Science; Familiarity with cloud services,15
Data Architect,Boeing,"Nashville, TN",21 days ago,Experience with Agile methodologies; Knowledge of machine learning algorithms; Strong communication skills,21
